plan_id,plan_name,level,week,day_offset,day_name,session_type,planned_distance_km,planned_duration_min,notes
marathon_beg,Marathon - Beginner,Beginner,3,6,Sun,Long run,13.3,104,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,4,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,4,1,Tue,Run - easy,3.2,25,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,4,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,4,3,Thu,Run - easy,3.2,25,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,4,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,4,5,Sat,Run - easy,2.2,17,Short easy run
marathon_beg,Marathon - Beginner,Beginner,4,6,Sun,Long run,10.0,78,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,5,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,5,1,Tue,Run - easy,3.2,25,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,5,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,5,3,Thu,Run - easy,3.2,25,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,5,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,5,5,Sat,Run - easy,2.2,17,Short easy run
marathon_beg,Marathon - Beginner,Beginner,5,6,Sun,Long run,16.7,130,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,6,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,6,1,Tue,Run - easy,3.3,26,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,6,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,6,3,Thu,Run - easy,3.3,26,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,6,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,6,5,Sat,Run - easy,2.2,17,Short easy run
marathon_beg,Marathon - Beginner,Beginner,6,6,Sun,Long run,18.3,143,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,7,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,7,1,Tue,Run - easy,3.4,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,7,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,7,3,Thu,Run - easy,3.4,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,7,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,7,5,Sat,Run - easy,2.3,18,Short easy run
marathon_beg,Marathon - Beginner,Beginner,7,6,Sun,Long run,20.0,156,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,8,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,8,1,Tue,Run - easy,3.4,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,8,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,8,3,Thu,Run - easy,3.4,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,8,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,8,5,Sat,Run - easy,2.3,18,Short easy run
marathon_beg,Marathon - Beginner,Beginner,8,6,Sun,Long run,15.0,117,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,9,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,9,1,Tue,Run - easy,3.5,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,9,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,9,3,Thu,Run - easy,3.5,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,9,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,9,5,Sat,Run - easy,2.4,19,Short easy run
marathon_beg,Marathon - Beginner,Beginner,9,6,Sun,Long run,23.3,182,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,10,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,10,1,Tue,Run - easy,3.5,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,10,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,10,3,Thu,Run - easy,3.5,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,10,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,10,5,Sat,Run - easy,2.4,19,Short easy run
marathon_beg,Marathon - Beginner,Beginner,10,6,Sun,Long run,25.0,195,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,11,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,11,1,Tue,Run - easy,3.5,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,11,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,11,3,Thu,Run - easy,3.5,27,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,11,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,11,5,Sat,Run - easy,2.4,19,Short easy run
marathon_beg,Marathon - Beginner,Beginner,11,6,Sun,Long run,26.7,208,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,12,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,12,1,Tue,Run - easy,3.6,28,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,12,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,12,3,Thu,Run - easy,3.6,28,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,12,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,12,5,Sat,Run - easy,2.5,20,Short easy run
marathon_beg,Marathon - Beginner,Beginner,12,6,Sun,Long run,20.0,156,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,13,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,13,1,Tue,Run - easy,3.6,28,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,13,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,13,3,Thu,Run - easy,3.6,28,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,13,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,13,5,Sat,Run - easy,2.5,20,Short easy run
marathon_beg,Marathon - Beginner,Beginner,13,6,Sun,Long run,30.0,234,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,14,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,14,1,Tue,Run - easy,3.7,29,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,14,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,14,3,Thu,Run - easy,3.7,29,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,14,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,14,5,Sat,Run - easy,2.6,20,Short easy run
marathon_beg,Marathon - Beginner,Beginner,14,6,Sun,Long run,19.5,152,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,15,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,15,1,Tue,Run - easy,3.8,30,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,15,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,15,3,Thu,Run - easy,3.8,30,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,15,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,15,5,Sat,Run - easy,2.6,20,Short easy run
marathon_beg,Marathon - Beginner,Beginner,15,6,Sun,Long run,13.5,105,"Weekend long run - go slow, this builds endurance"
marathon_beg,Marathon - Beginner,Beginner,16,0,Mon,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,16,1,Tue,Run - easy,3.8,30,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,16,2,Wed,Cross-training / rest,,30,Optional light cross-training
marathon_beg,Marathon - Beginner,Beginner,16,3,Thu,Run - easy,3.8,30,Easy conversational pace
marathon_beg,Marathon - Beginner,Beginner,16,4,Fri,Rest,,,
marathon_beg,Marathon - Beginner,Beginner,16,5,Sat,Run - easy,2.6,20,Short easy run
marathon_beg,Marathon - Beginner,Beginner,16,6,Sun,RACE DAY,42.2,290,Race day!
marathon_int,Marathon - Intermediate,Intermediate,1,0,Mon,Run - easy,4.0,26,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,1,1,Tue,Run - speed/intervals,5.0,32,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,1,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,1,3,Thu,Run - tempo,6.0,39,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,1,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,1,5,Sat,Run - easy,3.0,20,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,1,6,Sun,Long run,12.0,78,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,2,0,Mon,Run - easy,4.1,27,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,2,1,Tue,Run - speed/intervals,5.1,33,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,2,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,2,3,Thu,Run - tempo,6.1,40,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,2,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,2,5,Sat,Run - easy,3.1,20,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,2,6,Sun,Long run,13.8,90,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,3,0,Mon,Run - easy,4.2,27,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,3,1,Tue,Run - speed/intervals,5.1,33,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,3,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,3,3,Thu,Run - tempo,6.1,40,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,3,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,3,5,Sat,Run - easy,3.1,20,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,3,6,Sun,Long run,15.7,102,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,4,0,Mon,Run - easy,4.2,27,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,4,1,Tue,Run - speed/intervals,5.1,33,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,4,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,4,3,Thu,Run - tempo,6.2,40,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,4,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,4,5,Sat,Run - easy,3.2,21,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,4,6,Sun,Long run,11.8,77,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,5,0,Mon,Run - easy,4.2,27,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,5,1,Tue,Run - speed/intervals,5.2,34,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,5,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,5,3,Thu,Run - tempo,6.2,40,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,5,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,5,5,Sat,Run - easy,3.2,21,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,5,6,Sun,Long run,19.3,125,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,6,0,Mon,Run - easy,4.3,28,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,6,1,Tue,Run - speed/intervals,5.2,34,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,6,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,6,3,Thu,Run - tempo,6.2,40,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,6,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,6,5,Sat,Run - easy,3.3,21,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,6,6,Sun,Long run,21.2,138,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,7,0,Mon,Run - easy,4.3,28,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,7,1,Tue,Run - speed/intervals,5.2,34,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,7,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,7,3,Thu,Run - tempo,6.3,41,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,7,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,7,5,Sat,Run - easy,3.4,22,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,7,6,Sun,Long run,23.0,150,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,8,0,Mon,Run - easy,4.4,29,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,8,1,Tue,Run - speed/intervals,5.2,34,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,8,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,8,3,Thu,Run - tempo,6.3,41,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,8,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,8,5,Sat,Run - easy,3.4,22,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,8,6,Sun,Long run,17.2,112,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,9,0,Mon,Run - easy,4.5,29,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,9,1,Tue,Run - speed/intervals,5.3,34,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,9,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,9,3,Thu,Run - tempo,6.4,42,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,9,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,9,5,Sat,Run - easy,3.5,23,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,9,6,Sun,Long run,26.7,174,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,10,0,Mon,Run - easy,4.5,29,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,10,1,Tue,Run - speed/intervals,5.3,34,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,10,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,10,3,Thu,Run - tempo,6.4,42,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,10,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,10,5,Sat,Run - easy,3.5,23,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,10,6,Sun,Long run,28.5,185,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,11,0,Mon,Run - easy,4.5,29,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,11,1,Tue,Run - speed/intervals,5.3,34,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,11,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,11,3,Thu,Run - tempo,6.4,42,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,11,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,11,5,Sat,Run - easy,3.5,23,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,11,6,Sun,Long run,30.3,197,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,12,0,Mon,Run - easy,4.6,30,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,12,1,Tue,Run - speed/intervals,5.4,35,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,12,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,12,3,Thu,Run - tempo,6.5,42,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,12,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,12,5,Sat,Run - easy,3.6,23,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,12,6,Sun,Long run,22.7,148,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,13,0,Mon,Run - easy,4.7,31,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,13,1,Tue,Run - speed/intervals,5.4,35,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,13,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,13,3,Thu,Run - tempo,6.5,42,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,13,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,13,5,Sat,Run - easy,3.6,23,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,13,6,Sun,Long run,34.0,221,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,14,0,Mon,Run - easy,4.7,31,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,14,1,Tue,Run - speed/intervals,5.4,35,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,14,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,14,3,Thu,Run - tempo,6.6,43,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,14,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,14,5,Sat,Run - easy,3.7,24,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,14,6,Sun,Long run,22.1,144,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,15,0,Mon,Run - easy,4.8,31,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,15,1,Tue,Run - speed/intervals,5.5,36,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,15,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,15,3,Thu,Run - tempo,6.6,43,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,15,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,15,5,Sat,Run - easy,3.8,25,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,15,6,Sun,Long run,15.3,99,"Weekend long run, steady effort"
marathon_int,Marathon - Intermediate,Intermediate,16,0,Mon,Run - easy,4.8,31,Easy recovery pace
marathon_int,Marathon - Intermediate,Intermediate,16,1,Tue,Run - speed/intervals,5.5,36,Intervals or hill repeats
marathon_int,Marathon - Intermediate,Intermediate,16,2,Wed,Cross-training,,40,Bike/swim/strength - active recovery
marathon_int,Marathon - Intermediate,Intermediate,16,3,Thu,Run - tempo,6.6,43,"Comfortably hard, sustained effort"
marathon_int,Marathon - Intermediate,Intermediate,16,4,Fri,Rest,,,
marathon_int,Marathon - Intermediate,Intermediate,16,5,Sat,Run - easy,3.8,25,Easy pace
marathon_int,Marathon - Intermediate,Intermediate,16,6,Sun,RACE DAY,42.2,240,Race day!
50k_beg,50K - Beginner,Beginner,1,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,1,1,Tue,Run - easy,3.0,30,Easy conversational pace
50k_beg,50K - Beginner,Beginner,1,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,1,3,Thu,Run - easy,3.0,30,Easy conversational pace
50k_beg,50K - Beginner,Beginner,1,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,1,5,Sat,Run - easy,2.0,20,Short easy run
50k_beg,50K - Beginner,Beginner,1,6,Sun,Long run,10.0,100,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,2,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,2,1,Tue,Run - easy,3.1,31,Easy conversational pace
50k_beg,50K - Beginner,Beginner,2,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,2,3,Thu,Run - easy,3.1,31,Easy conversational pace
50k_beg,50K - Beginner,Beginner,2,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,2,5,Sat,Run - easy,2.1,21,Short easy run
50k_beg,50K - Beginner,Beginner,2,6,Sun,Long run,10.9,109,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,3,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,3,1,Tue,Run - easy,3.1,31,Easy conversational pace
50k_beg,50K - Beginner,Beginner,3,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,3,3,Thu,Run - easy,3.1,31,Easy conversational pace
50k_beg,50K - Beginner,Beginner,3,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,3,5,Sat,Run - easy (back-to-back),8.8,88,Back-to-back with Sunday long run
50k_beg,50K - Beginner,Beginner,3,6,Sun,Long run,11.8,118,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,4,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,4,1,Tue,Run - easy,3.2,32,Easy conversational pace
50k_beg,50K - Beginner,Beginner,4,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,4,3,Thu,Run - easy,3.2,32,Easy conversational pace
50k_beg,50K - Beginner,Beginner,4,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,4,5,Sat,Run - easy,2.2,22,Short easy run
50k_beg,50K - Beginner,Beginner,4,6,Sun,Long run,8.9,89,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,5,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,5,1,Tue,Run - easy,3.2,32,Easy conversational pace
50k_beg,50K - Beginner,Beginner,5,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,5,3,Thu,Run - easy,3.2,32,Easy conversational pace
50k_beg,50K - Beginner,Beginner,5,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,5,5,Sat,Run - easy,2.2,22,Short easy run
50k_beg,50K - Beginner,Beginner,5,6,Sun,Long run,13.5,135,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,6,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,6,1,Tue,Run - easy,3.3,33,Easy conversational pace
50k_beg,50K - Beginner,Beginner,6,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,6,3,Thu,Run - easy,3.3,33,Easy conversational pace
50k_beg,50K - Beginner,Beginner,6,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,6,5,Sat,Run - easy (back-to-back),9.9,99,Back-to-back with Sunday long run
50k_beg,50K - Beginner,Beginner,6,6,Sun,Long run,14.4,144,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,7,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,7,1,Tue,Run - easy,3.4,34,Easy conversational pace
50k_beg,50K - Beginner,Beginner,7,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,7,3,Thu,Run - easy,3.4,34,Easy conversational pace
50k_beg,50K - Beginner,Beginner,7,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,7,5,Sat,Run - easy,2.3,23,Short easy run
50k_beg,50K - Beginner,Beginner,7,6,Sun,Long run,15.2,152,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,8,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,8,1,Tue,Run - easy,3.4,34,Easy conversational pace
50k_beg,50K - Beginner,Beginner,8,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,8,3,Thu,Run - easy,3.4,34,Easy conversational pace
50k_beg,50K - Beginner,Beginner,8,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,8,5,Sat,Run - easy,2.3,23,Short easy run
50k_beg,50K - Beginner,Beginner,8,6,Sun,Long run,11.4,114,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,9,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,9,1,Tue,Run - easy,3.5,35,Easy conversational pace
50k_beg,50K - Beginner,Beginner,9,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,9,3,Thu,Run - easy,3.5,35,Easy conversational pace
50k_beg,50K - Beginner,Beginner,9,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,9,5,Sat,Run - easy (back-to-back),11.0,110,Back-to-back with Sunday long run
50k_beg,50K - Beginner,Beginner,9,6,Sun,Long run,17.0,170,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,10,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,10,1,Tue,Run - easy,3.5,35,Easy conversational pace
50k_beg,50K - Beginner,Beginner,10,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,10,3,Thu,Run - easy,3.5,35,Easy conversational pace
50k_beg,50K - Beginner,Beginner,10,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,10,5,Sat,Run - easy,2.4,24,Short easy run
50k_beg,50K - Beginner,Beginner,10,6,Sun,Long run,17.9,179,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,11,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,11,1,Tue,Run - easy,3.5,35,Easy conversational pace
50k_beg,50K - Beginner,Beginner,11,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,11,3,Thu,Run - easy,3.5,35,Easy conversational pace
50k_beg,50K - Beginner,Beginner,11,4,Fri,Rest,,,
50k_beg,50K - Beginner,Beginner,11,5,Sat,Run - easy,2.4,24,Short easy run
50k_beg,50K - Beginner,Beginner,11,6,Sun,Long run,18.8,188,"Weekend long run - go slow, this builds endurance"
50k_beg,50K - Beginner,Beginner,12,0,Mon,Rest,,,
50k_beg,50K - Beginner,Beginner,12,1,Tue,Run - easy,3.6,36,Easy conversational pace
50k_beg,50K - Beginner,Beginner,12,2,Wed,Cross-training / rest,,30,Optional light cross-training
50k_beg,50K - Beginner,Beginner,12,3,Thu,Run - easy,3.6,36,Easy conversational pace
